id,title,authors,year,venue,type,doi,url,research_areas,featured
2006-simulation-and-analysis-of-network-on-ch,"Simulation and analysis of network on chip architectures: ring, spidergon and 2D mesh",luciano-bononi|ext:Nicola Concer,2006,Proceedings of the Design Automation & Test in Europe Conference,conference,https://doi.org/10.1109/DATE.2006.243841,https://ieeexplore.ieee.org/abstract/document/1657131/,autonomous-robotic-iot,0
2005-analysis-of-high-performance-communicati,Analysis of high performance communication and computation solutions for parallel and distributed simulation,luciano-bononi|ext:Michele Bracuto|ext:Gabriele D’Angelo|ext:Lorenzo Donatiello,2005,IEEE International Conference on High Performance Computing and Communications,conference,https://doi.org/10.1007/11557654_74,https://link.springer.com/chapter/10.1007/11557654_74,autonomous-robotic-iot,0
2005-collision-avoidance-contention-control-a,"Collision Avoidance, Contention Control and Power Saving in IEEE 802.11 Wireless LANs",luciano-bononi|ext:Lorenzo Donatiello,2005,Handbook of Algorithms for Wireless Networking and Mobile Computing,journal,https://doi.org/10.1201/9781420035094.ch25,https://cris.unibo.it/handle/11585/23761,context-awareness,0
2005-concurrent-replication-of-parallel-and-d,Concurrent replication of parallel and distributed simulations,luciano-bononi|ext:Michele Bracuto|ext:Gabriele D'Angelo|ext:Lorenzo Donatiello,2005,Workshop on Parallel and Distributed Simulation,conference,https://doi.org/10.1109/PADS.2005.6,https://ieeexplore.ieee.org/abstract/document/1443329/,autonomous-robotic-iot,0
2005-scalable-and-efficient-parallel-and-dist,"Scalable and efficient parallel and distributed simulation of complex, dynamic and mobile systems",luciano-bononi|ext:Michele Bracuto|ext:Gabriele D'Angelo|ext:Lorenzo Donatiello,2005,"Workshop on Techniques, Methodologies and Tools for Performance Evaluation of Complex Systems",conference,https://doi.org/10.1109/FIRB-PERF.2005.17,https://ieeexplore.ieee.org/abstract/document/1587702/,autonomous-robotic-iot,0
2005-the-distributed-contention-in-the-medium,The Distributed Contention in the Medium Access Control of IEEE 802.11 Wireless LANs: a Space and Time Perspective,luciano-bononi|ext:Lorenzo Donatiello,2005,,journal,,https://cris.unibo.it/handle/11585/13770,autonomous-robotic-iot,0
2004-a-differentiated-distributed-coordinatio,A differentiated distributed coordination function MAC protocol for cluster-based wireless ad hoc networks,luciano-bononi|ext:Luca Budriesi|ext:Danilo Blasi|ext:Vincenzo Cacace|ext:Luca Casone|ext:Salvatore Rotolo,2004,"ACM International Workshop on Performance Evaluation of Wireless Ad Hoc, Sensor, and Ubiquitous Networks",conference,https://doi.org/10.1145/1023756.1023771,https://dl.acm.org/doi/abs/10.1145/1023756.1023771,autonomous-robotic-iot,0
2004-a-new-adaptive-middleware-for-parallel-a,A new adaptive middleware for parallel and distributed simulation of dynamically interacting systems,luciano-bononi|ext:Michele Bracuto|ext:Gabriele D'Angelo|ext:Lorenzo Donatiello,2004,Eighth IEEE International Symposium on Distributed Simulation and Real-Time Applications,conference,https://doi.org/10.1109/DS-RT.2004.3,https://ieeexplore.ieee.org/abstract/document/1364594/,iot-interoperability|autonomous-robotic-iot,0
2004-artis-a-parallel-and-distributed-simulat,ARTIS: a parallel and distributed simulation middleware for performance evaluation,luciano-bononi|ext:Michele Bracuto|ext:Gabriele D’Angelo|ext:Lorenzo Donatiello,2004,International Symposium on Computer and Information Sciences,conference,https://doi.org/10.1007/978-3-540-30182-0_63,https://link.springer.com/chapter/10.1007/978-3-540-30182-0_63,autonomous-robotic-iot,0
2004-design-and-simulation-of-a-migration-bas,Design and simulation of a migration-based architecture for massively populated internet games,ext:Ludovico Gardenghi|ext:Sandro Pifferi|ext:Gabriele D'Angelo|luciano-bononi,2004,"IEEE Global Telecommunications Conference Workshops, 2004. GlobeCom Workshops 2004.",conference,https://doi.org/10.1109/GLOCOMW.2004.1417569,https://ieeexplore.ieee.org/abstract/document/1417569/,autonomous-robotic-iot,0
2004-performance-analysis-of-a-parallel-and-d,Performance analysis of a parallel and distributed simulation framework for large scale wireless systems,luciano-bononi|ext:Michele Bracuto|ext:Gabriele D'Angelo|ext:Lorenzo Donatiello,2004,"International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",conference,https://doi.org/10.1145/1023663.1023676,https://dl.acm.org/doi/abs/10.1145/1023663.1023676,autonomous-robotic-iot,0
2004-runtime-optimization-of-ieee-802-11-wire,Runtime optimization of IEEE 802.11 wireless LANs performance,luciano-bononi|ext:Marco Conti|ext:Enrico Gregori,2004,IEEE Transactions on Parallel and Distributed Systems,journal,https://doi.org/10.1109/TPDS.2004.1264787,https://ieeexplore.ieee.org/abstract/document/1264787/,autonomous-robotic-iot,0
2004-simulation-and-modeling-of-wireless-mobi,"Simulation and modeling of wireless, mobile, and ad hoc networks",ext:Azzedine Boukerche|luciano-bononi,2004,Mobile ad hoc networking,journal,https://doi.org/10.1002/0471656895.CH14,https://onlinelibrary.wiley.com/doi/abs/10.1002/0471656895.ch14,autonomous-robotic-iot,0
2003-a-novel-approach-for-distributed-simulat,A novel approach for distributed simulation of wireless mobile systems,luciano-bononi|ext:Gabriele D’Angelo,2003,IFIP International Conference on Personal Wireless Communications,conference,https://doi.org/10.1007/978-3-540-39867-7_76,https://link.springer.com/chapter/10.1007/978-3-540-39867-7_76,context-awareness,0
2003-hla-based-adaptive-distributed-simulatio,HLA-based adaptive distributed simulation of wireless mobile systems,luciano-bononi|ext:Gabriele D'Angelo|ext:Lorenzo Donatiello,2003,"Seventeenth Workshop on Parallel and Distributed Simulation, 2003. (PADS 2003). Proceedings.",conference,https://doi.org/10.1109/PADS.2003.1207419,https://ieeexplore.ieee.org/abstract/document/1207419/,context-awareness,0
2001-a-distributed-mechanism-for-power-saving,A distributed mechanism for power saving in IEEE 802.11 wireless LANs,luciano-bononi|ext:Marco Conti|ext:Lorenzo Donatiello,2001,Mobile Networks and Applications,journal,https://doi.org/10.1023/A:1011418531276,https://link.springer.com/article/10.1023/A:1011418531276,autonomous-robotic-iot,0
2001-distribuzione-a-pagamento-di-musica-sull,Distribuzione a pagamento di musica sulla rete radiomobile via Internet: Aspetti tecnici ed economici,luciano-bononi|ext:M Roccetti|ext:S D'Addona,2001,ALTA FREQUENZA-RIVISTA DI ELETTRONICA,journal,,https://cris.unibo.it/handle/11585/895081,iot-interoperability,0
2001-generic-uneven-level-protection-algorith,Generic uneven level protection algorithm for multimedia data transmission over packet-switched networks,ext:Adam H Li|ext:Jay Fahlen|ext:Tao Tian|luciano-bononi|ext:So-Young Kim|ext:Jeong-Hoon Park|ext:John Villasenor,2001,Proceedings Tenth International Conference on Computer Communications and Networks (Cat. No.01EX495),conference,https://doi.org/10.1109/ICCCN.2001.956286,https://ieeexplore.ieee.org/abstract/document/956286/,autonomous-robotic-iot,0
2000-design-and-performance-evaluation-of-an,Design and performance evaluation of an asymptotically optimal backoff algorithm for IEEE 802.11 wireless LANs,luciano-bononi|ext:Marco Conti|ext:Enrico Gregori,2000,Proceedings of the Annual Hawaii International Conference on System Sciences,conference,https://doi.org/10.1109/HICSS.2000.926987,https://ieeexplore.ieee.org/abstract/document/926987/,autonomous-robotic-iot,0
1999-a-distributed-contention-control-mechani,A distributed contention control mechanism for power saving in random-access ad-hoc wireless local area networks,luciano-bononi|ext:Marco Conti|ext:Lorenzo Donatiello,1999,1999 IEEE International Workshop on Mobile Multimedia Communications (MoMuC'99) (Cat. No.99EX384),conference,https://doi.org/10.1109/MOMUC.1999.819479,https://ieeexplore.ieee.org/abstract/document/819479/,autonomous-robotic-iot,0
1998-design-and-performance-evaluation-of-a-d,Design and performance evaluation of a distributed contention control (DCC) mechanism for IEEE 802.11 wireless local area networks,luciano-bononi|ext:Marco Conti|ext:Lorenzo Donatiello,1998,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",conference,https://doi.org/10.1145/288338.288378,https://dl.acm.org/doi/pdf/10.1145/288338.288378,autonomous-robotic-iot,0
